time,User,Tweets,userid,service_accounts
2022-12-16 12:04:56,Crawley_Obby,great news commuters threebridgesstation crawleybc networkrail tlrailuk wsccnews crawley httpstcolewjlquidy,21390799,0.0
2022-12-16 12:04:46,brtnz,the last weekend christmas train leaves london plenty time 🍻🍻 httpstcoswdflj,22151817,0.0
2022-12-16 12:01:26,Sirvic73,rt tlrailuk ❗️ services finish much earlier usual today ❗️ these trains expected extremely busy if must trave…,1304578247095713792,0.0
2022-12-16 12:01:06,TLRailUK,❗️ services finish much earlier usual today ❗️ these trains expected extremely busy if must travel strongly advise travel earlier check ahead amp recheck travelling date info 👉 httpstconctyemgtu httpstcolbvctvevb,2589703207,1.0
2022-12-16 12:01:04,TLRailUK,❗️ services finish much earlier usual today ❗️ these trains expected extremely busy if must travel strongly advise travel earlier check ahead amp recheck travelling date info 👉 httpstconctyemgtu httpstcoctaqpkslj,2589703207,1.0
2022-12-16 11:40:40,rabbitaway,rt mrtimdunn for me one exciting features museumoflondon’s new smithfield market site tlrailuk passes thru b…,1691215087,0.0
2022-12-16 11:20:15,jamesdgreen02,rt tlrailuk 🚉 services christmas eve finish much earlier usual could early check ahead amp recheck befor…,1606148070,0.0
2022-12-16 11:20:14,TLRailUK,🚆 lines reopened three bridges haywards heath but services still run reduced speed area ⏰ please continue allow extra time journey today ℹ️ latest service updates travel advice 👇 httpstcoiymrabkjsy,2589703207,1.0
2022-12-16 11:13:14,teataster100,gatwickairport going train gatwickairport tofrom somewhere greater london dont get rippedoff gatwickexpress scam thats totally unnecessary use southern southernrailuk or thameslink tlrailuk using oystercontactless £ single offpeak half price paper tickets httpstcoetutrnwjf,2273797777,0.0
2022-12-16 11:01:05,TLRailUK,📢 national industrial action taking place today amp december late start service december our advice travel absolutely necessary strike days ℹ️ more info available 👇 httpstcohtmhatmctf httpstcogoutqdgjv,2589703207,1.0
2022-12-16 10:57:36,TLRailUK,✅ services east croydon gatwick airport no longer affected earlier points failure 👍 services call earlswood salfords normal 🕒 please remember claim delay repay delayed minutes 👇 httpstcobeuotigxa,2589703207,1.0
2022-12-16 10:54:08,TLRailUK,committeehart journey planners th updated th december emily,2589703207,1.0
